vehicle_model,battery_capacity_(kwh),charging_station_id,charging_station_location,charging_start_time,charging_end_time,energy_consumed_(kwh),charging_duration_(hours),charging_rate_(kw),charging_cost_(usd),day_of_week,state_of_charge_(start_%),state_of_charge_(end_%),distance_driven_(since_last_charge)_(km),temperature_(â°c),vehicle_age_(years),charger_type,location_type,charging_duration_minutes,hour_of_day,time_of_day,Estimated Energy Consumed (kWh),Charging Cost Per Hour (USD),Temperature (°F),Temperature Category
Nissan Leaf,50.0,Station_308,Houston,2024-02-09 04:00:00,2024-02-09 07:21:00,58.7415229834249,2.91425796993607,19.9427023466176,20.6086390591664,Friday,19.4264052282215,59.5172575901759,46.3704231588306,-0.00429831033512861,6.0,DC Fast Charger,Public,201.0,4,Night,66.80805286116896,7.0716591570712914,31.992263041396768,Below Freezing
Hyundai Kona,62.0,Station_445,San Francisco,2024-02-09 05:00:00,2024-02-09 07:47:00,68.8333119385666,1.62354705375021,25.603799331857402,39.3777603331453,Friday,19.288553588390698,58.5678509507314,137.234971885176,32.8008828375417,6.0,Level 2,Mall,167.0,5,Night,71.26390814033644,24.2541540401845,91.04158910757505,Sweltering
Chevy Bolt,75.0,Station_296,Chicago,2024-02-09 06:00:00,2024-02-09 07:32:00,59.2175755585833,1.60275069349631,41.4263779310603,33.5988288317239,Friday,42.2992637201189,56.840099035157,222.964123041251,20.4220932615262,7.0,Level 2,Highway,92.0,6,Morning,63.52044616095913,20.963228384840036,68.75976787074715,Mild
Chevy Bolt,75.0,Station_166,Los Angeles,2024-02-09 07:00:00,2024-02-09 10:59:00,40.8572764113666,2.53953344216037,6.49880192111948,35.7516669496742,Friday,13.959547122719,64.5635357917505,33.9902761592249,3.31293402563791,1.0,DC Fast Charger,Institutional,239.0,7,Morning,25.88689431912593,14.078045343344805,37.963281246148235,Chilly
Chevy Bolt,62.0,Station_171,Los Angeles,2024-02-09 08:00:00,2024-02-09 11:24:00,56.0696402482627,3.59090000476011,47.9632939556697,37.30963117692,Friday,38.2703909545761,40.6286380826998,219.244119723925,-5.1919148184539,4.0,Level 2,Parking,204.0,8,Morning,163.07519944927697,10.390050162205078,22.65455332678298,Below Freezing
Chevy Bolt,62.0,Station_63,Chicago,2024-02-09 09:00:00,2024-02-09 10:07:00,78.2367525533186,3.81662273391716,16.3941662061511,17.728383970301,Friday,75.6757725963974,85.2949905553163,46.8375101697707,37.8797807965008,6.0,Level 2,Residential,67.0,9,Morning,18.306818930202063,4.645044901282557,100.18360543370144,Sweltering
Nissan Leaf,50.0,Station_147,San Francisco,2024-02-09 10:00:00,2024-02-09 11:39:00,17.4733775156811,0.83457807705944,25.7926354426911,13.8533497966749,Friday,64.004049851709,93.6141444451008,167.689458791288,9.46250807878424,5.0,Level 2,Commercial,99.0,10,Morning,42.55784848044031,16.599225617674886,49.03251454181163,Cool
BMW i3,75.0,Station_484,Chicago,2024-02-09 11:00:00,2024-02-09 13:13:00,26.2210676027998,1.1138600482698,29.5358934103807,33.1512679501942,Friday,45.5548487819631,63.6275266327148,30.1575860269307,35.5098690398276,0.0,Level 2,Public,133.0,11,Morning,65.47123039301056,29.762507418853286,95.91776427168968,Sweltering
Hyundai Kona,50.0,Station_306,San Francisco,2024-02-09 12:00:00,2024-02-09 15:53:00,70.0973335011618,3.61692902069312,11.6813623956118,15.9182503215035,Friday,55.5694374068608,60.1158688309648,165.14118758379,-5.44596136146591,4.79449181650294,Level 2,Mall,233.0,12,Afternoon,45.36262396962582,4.401040283188375,22.197269549361362,Below Freezing
Tesla Model 3,100.0,Station_161,San Francisco,2024-02-09 13:00:00,2024-02-09 14:22:00,55.4085845074099,3.84350168600637,29.5983026669443,33.4639232892664,Friday,16.3820740247538,86.6783761325469,125.624060000986,5.18469137860679,7.0,Level 1,Highway,82.0,13,Afternoon,40.451013644823874,8.70662380898743,41.332444481492224,Chilly
BMW i3,62.0,Station_141,Houston,2024-02-09 14:00:00,2024-02-09 17:55:00,33.4723150614225,3.29858277979714,43.4817639916174,33.6372416521569,Friday,76.4623626229534,81.4124970473765,27.7700515516989,8.65625490534754,6.0,Level 2,Institutional,235.0,14,Afternoon,170.3035756338348,10.197482948790984,47.58125882962557,Cool
Chevy Bolt,50.0,Station_334,Los Angeles,2024-02-09 15:00:00,2024-02-09 18:21:00,53.5752017090619,0.834374632765757,27.3283983636927,37.0220264379543,Friday,18.3342458006405,83.7505346340417,273.119112029494,5.56965904087576,0.0,Level 1,Parking,201.0,15,Afternoon,91.55013451837054,44.37098754456968,42.02538627357637,Chilly
BMW i3,94.3581741650402,Station_97,Los Angeles,2024-02-09 16:00:00,2024-02-09 18:28:00,11.288428850336,2.39284298868852,6.33518495951823,16.3851014992897,Friday,81.4838864423626,83.1730049064873,184.147163551874,23.1562950527499,4.0,Level 1,Residential,148.0,16,Afternoon,15.626789566811635,6.847545608611002,73.68133109494983,Mild
Hyundai Kona,85.0,Station_446,San Francisco,2024-02-09 17:00:00,2024-02-09 18:43:00,6.26910075987073,1.08196028933737,14.8629953451113,11.243078221696,Friday,12.4399511718305,64.0394399462829,195.201001220169,2.88255962125134,2.64765512026873,Level 1,Commercial,103.0,17,Afternoon,25.514808675774397,10.3913963686982,37.18860731825241,Chilly
Tesla Model 3,75.0,Station_221,Los Angeles,2024-02-09 18:00:00,2024-02-09 19:23:00,42.952720267061,1.61499898223277,9.87396158487448,16.5250440844014,Friday,61.3488623010415,77.1855131680516,40.7410823186566,3.73369637524237,2.0,Level 1,Public,83.0,18,Evening,13.658980192409699,10.232231887573812,38.720653475436265,Chilly
Tesla Model 3,75.0,Station_43,New York,2024-02-09 19:00:00,2024-02-09 19:49:00,43.2449371555736,3.19653232843742,13.1097368362282,26.8737230982625,Friday,27.7760330460867,52.4996808752458,187.427255605517,20.0042055952085,7.0,DC Fast Charger,Mall,49.0,19,Evening,10.706285082919695,8.407148852894393,68.0075700713753,Mild
Hyundai Kona,140.513682612548,Station_433,San Francisco,2024-02-09 20:00:00,2024-02-09 21:48:00,12.4421672062007,2.92262906740309,41.6686782524262,18.7954663046881,Friday,35.466392669151,85.9034551348552,168.216744827799,-9.11306295457074,5.0,Level 1,Highway,108.0,20,Evening,75.00362085436716,6.431013266212693,15.596486681772667,Below Freezing
Hyundai Kona,100.0,Station_292,Los Angeles,2024-02-09 21:00:00,2024-02-09 22:00:00,29.183396763864,3.099211113846,5.36514508995112,31.6654896883808,Friday,59.8604419914107,58.8655242713854,247.430289885429,9.01565552177644,3.22081807999382,DC Fast Charger,Institutional,60.0,21,Evening,5.36514508995112,10.21727417887488,48.22817993919759,Cool
Chevy Bolt,100.0,Station_378,New York,2024-02-09 22:00:00,2024-02-10 00:44:00,74.1826708252827,1.06683740576485,19.4371322724147,22.2617680344754,Friday,76.2001792641326,93.6456257081711,119.341360627118,26.6535685083759,6.37730013886143,DC Fast Charger,Parking,164.0,22,Evening,53.12816154460018,20.8670673845704,79.97642331507663,Hot
Tesla Model 3,100.0,Station_108,Houston,2024-02-09 23:00:00,2024-02-10 00:27:00,72.0892427683229,2.49616349170436,7.49457551101155,20.2886237220763,Friday,22.9005078019988,94.2082551923395,87.6787177345439,3.92703178827411,4.0,Level 1,Residential,87.0,23,Evening,10.867134490966746,8.127922625862697,39.0686572188934,Chilly
BMW i3,75.0,Station_266,Los Angeles,2024-02-10 00:00:00,2024-02-10 02:14:00,25.3297242605272,1.74272398657709,29.1462607538726,16.5929280703237,Saturday,17.3967972738205,70.367851221881,32.9129783599852,6.31630324964168,3.0,Level 2,Commercial,134.0,0,Night,65.09331568364881,9.521259934520163,43.36934584935503,Chilly
Nissan Leaf,85.0,Station_95,New York,2024-02-10 01:00:00,2024-02-10 01:39:00,58.5093020325533,1.60891284397111,19.8966718872653,30.0936595520047,Saturday,74.9108978870396,80.2270613305852,111.464526661913,21.7788268687287,4.0,Level 2,Public,39.0,1,Night,12.932836726722444,18.704344156845494,71.20188836371166,Mild
Nissan Leaf,85.0,Station_262,Chicago,2024-02-10 02:00:00,2024-02-10 02:39:00,76.5777021671176,1.80959882757053,28.359489354784,9.0142862240174,Saturday,68.5290255450693,65.8830614264748,196.799994992825,28.2100484425882,2.0,Level 1,Mall,39.0,2,Night,18.4336680806096,4.981372714591939,82.77808719665876,Hot
Hyundai Kona,75.0,Station_313,Chicago,2024-02-10 03:00:00,2024-02-10 04:08:00,32.0240853268672,1.28782082608138,37.8682828721639,22.472830420663,Saturday,70.4271982684379,87.6675011896267,105.957212617506,-2.48419654385013,5.0,Level 1,Highway,68.0,3,Night,42.91738725511909,17.450277216780233,27.528446221069764,Below Freezing
Chevy Bolt,100.0,Station_385,New York,2024-02-10 04:00:00,2024-02-10 07:05:00,63.4320457536327,2.74687793643856,18.5940489602358,19.8491652270001,Saturday,81.9158548464835,90.0600704963475,152.257515285449,-0.699688353324397,6.0,DC Fast Charger,Institutional,185.0,4,Night,57.33165096072705,7.226082005207467,30.740560964016087,Below Freezing
Nissan Leaf,78.2050769263758,Station_71,San Francisco,2024-02-10 05:00:00,2024-02-10 08:07:00,8.25921135305932,0.927740542548785,39.0393562804305,14.4395267835989,Saturday,65.25148905116,98.5121725952098,152.257515285449,-3.20031745820763,4.0,DC Fast Charger,Parking,187.0,5,Night,121.67266040734174,15.564186452312557,26.239428575226267,Below Freezing
Tesla Model 3,62.0,Station_442,San Francisco,2024-02-10 06:00:00,2024-02-10 07:06:00,65.0308146870258,2.24374090349285,38.775620008365,22.1596871318235,Saturday,61.3315597672976,66.0345522846318,185.220486980159,-4.85171565612518,3.0,Level 2,Residential,66.0,6,Morning,42.65318200920151,9.876223719649328,23.266911818974677,Below Freezing
Hyundai Kona,85.0,Station_219,Los Angeles,2024-02-10 07:00:00,2024-02-10 09:28:00,39.1899875135324,2.72852295797737,19.2600458390914,27.6294122920058,Saturday,16.9901532725432,86.1755679514906,85.4271769172518,32.8255992419043,5.0,DC Fast Charger,Commercial,148.0,7,Morning,47.50811306975879,10.126142501834487,91.08607863542774,Sweltering
BMW i3,100.0,Station_21,Chicago,2024-02-10 08:00:00,2024-02-10 09:36:00,79.3573768668566,3.36599236267076,12.795542776205,17.5047625536415,Saturday,28.9287474072778,89.1606692183194,222.158986439062,24.910424822617,7.0,DC Fast Charger,Public,96.0,8,Morning,20.472868441928,5.200476016455449,76.8387646807106,Hot
Hyundai Kona,62.0,Station_92,San Francisco,2024-02-10 09:00:00,2024-02-10 10:12:00,76.663827981293,4.18968104426288,14.2251540496159,37.1286693245474,Saturday,35.7321390642329,84.327913198607,284.285296301857,26.5963178753496,0.0,Level 1,Mall,72.0,9,Morning,17.07018485953908,8.86193219299817,79.87337217562929,Hot
BMW i3,50.0,Station_127,San Francisco,2024-02-10 10:00:00,2024-02-10 13:56:00,54.3176229338459,3.67871966309388,34.0898966098431,34.4225030670624,Saturday,11.5730071980705,82.6018301696826,119.024260782004,-4.19726905987959,5.0,DC Fast Charger,Highway,236.0,10,Morning,134.08692666538286,9.357196584561803,24.44491569221674,Below Freezing
Hyundai Kona,50.0,Station_312,Houston,2024-02-10 12:00:00,2024-02-10 14:10:00,45.8136615673475,3.44417919556917,17.3546406009508,7.40077216427635,Saturday,68.4341184931085,86.7951715435972,235.837826043411,28.4312114944148,0.0,DC Fast Charger,Parking,130.0,12,Afternoon,37.601721302060064,2.14877674593622,83.17618068994665,Hot
Hyundai Kona,100.0,Station_238,San Francisco,2024-02-10 13:00:00,2024-02-10 14:25:00,60.3862979139579,3.4602596335154,8.65832606178947,25.9939299274708,Saturday,64.0777220313013,83.3843342884922,225.157221796694,22.613483451255,6.0,Level 2,Residential,85.0,13,Afternoon,12.265961920868417,7.512132810988708,72.704270212259,Mild
BMW i3,100.0,Station_471,New York,2024-02-10 14:00:00,2024-02-10 15:45:00,32.598880789009,2.38636741774747,41.2193746467745,38.5874074117955,Saturday,59.2884965362303,75.733176937099,240.306683031512,37.0665994202586,6.0,Level 1,Commercial,105.0,14,Afternoon,72.13390563185537,16.169935578578578,98.71987895646548,Sweltering
BMW i3,100.0,Station_372,Los Angeles,2024-02-10 15:00:00,2024-02-10 16:37:00,0.0457718422773702,2.04308384166503,5.44374481066405,29.9696671315235,Saturday,60.180223041496,84.2990679646621,272.917768380234,-0.135058005076412,4.0,Level 2,Public,97.0,15,Afternoon,8.800720777240215,14.668838605810443,31.75689559086246,Below Freezing
Hyundai Kona,101.879872680175,Station_404,San Francisco,2024-02-10 16:00:00,2024-02-10 18:46:00,53.3989687503212,3.24394207767139,40.5755875481116,21.9418591703272,Saturday,33.829158978007,95.0405560472648,145.849068237163,27.898502623033,4.18658828518293,Level 1,Mall,166.0,16,Afternoon,112.25912554977542,6.763949122691426,82.2173047214594,Hot
Nissan Leaf,62.0,Station_486,San Francisco,2024-02-10 17:00:00,2024-02-10 19:15:00,73.4525757767832,3.64455936950464,15.4157930600365,14.8890202283604,Saturday,17.42898674506,87.4448978303937,183.988052886017,37.3068082958868,4.0,Level 1,Highway,135.0,17,Afternoon,34.68553438508212,4.08527306563923,99.15225493259625,Sweltering
Chevy Bolt,62.0,Station_182,Houston,2024-02-10 18:00:00,2024-02-10 20:34:00,75.5233850695813,3.32691717004609,24.8909192005958,10.1025812327197,Saturday,82.5448483985026,70.7011804244602,125.539381926393,0.581611700347215,2.0,DC Fast Charger,Institutional,154.0,18,Evening,63.88669261486256,3.036619403596316,33.04690106062499,Chilly
Chevy Bolt,75.0,Station_25,New York,2024-02-10 19:00:00,2024-02-10 21:01:00,42.691405379616896,2.55459058676816,47.5515379863323,30.9757001969764,Saturday,11.928988763826,96.688034189392,293.291459859655,-7.78605536944413,2.0,Level 2,Parking,121.0,19,Evening,95.89560160577014,12.125504711956248,17.985100335000567,Below Freezing
Chevy Bolt,50.0,Station_156,Los Angeles,2024-02-10 20:00:00,2024-02-10 20:52:00,65.0386343448862,3.45850837807045,25.8933808100657,6.8227295042298,Saturday,20.3223117471254,72.4938658377757,229.846931966713,20.2279378845906,7.0,Level 2,Residential,52.0,20,Evening,22.440930035390274,1.9727375962108542,68.41028819226308,Mild
BMW i3,85.0,Station_5,San Francisco,2024-02-10 21:00:00,2024-02-11 00:40:00,63.9911702273757,3.27370597758092,42.3932771041047,34.008504654913,Saturday,38.328355731026,77.0737787816841,191.766552017248,21.3041100312332,6.0,DC Fast Charger,Commercial,220.0,21,Evening,155.4420160483839,10.388380901587052,70.34739805621976,Mild
BMW i3,104.000273060206,Station_120,Los Angeles,2024-02-10 22:00:00,2024-02-11 00:18:00,65.9342133064178,3.30345053969657,38.5375436088459,11.9020699597861,Saturday,19.6803000502484,54.4070865551557,38.4648794454249,-9.60366106658956,7.0,Level 2,Public,138.0,22,Evening,88.63635030034557,3.6029205876590287,14.713410080138793,Below Freezing
Nissan Leaf,75.0,Station_277,Chicago,2024-02-10 23:00:00,2024-02-11 00:30:00,26.756919871306,0.165393878738043,6.23925273955347,9.58013732136311,Saturday,66.7905157286936,91.0452914350937,77.1546365572842,23.1204926176388,2.0,Level 1,Mall,90.0,23,Evening,9.358879109330204,57.92316737753329,73.61688671174984,Mild
Chevy Bolt,62.0,Station_18,San Francisco,2024-02-11 00:00:00,2024-02-11 03:17:00,8.8238310280835,3.39493834797578,25.603799331857402,22.208705251796,Sunday,48.1891219507362,50.2173151903806,78.5981807718994,7.67151491449414,2.0,Level 1,Highway,197.0,0,Night,84.06580780626514,6.541710916499518,45.808726846089456,Cool
Chevy Bolt,100.0,Station_431,San Francisco,2024-02-11 01:00:00,2024-02-11 02:13:00,73.7808649149109,3.80523229215112,46.8057125221152,13.4659626793975,Sunday,87.3185327229395,50.1337008941983,16.7267478499689,36.6709655813608,6.0,Level 1,Institutional,73.0,1,Night,56.94695023524016,3.538801745999352,98.00773804644943,Sweltering
Hyundai Kona,62.0,Station_198,Chicago,2024-02-11 02:00:00,2024-02-11 05:01:00,26.5109468580115,3.14858677382469,28.5313185000374,10.1284036923479,Sunday,65.5806013371498,76.2911619798921,292.321068479124,14.4186841358186,0.0,DC Fast Charger,Parking,181.0,2,Night,86.06947747511282,3.216809451322379,57.95363144447348,Cool
BMW i3,100.0,Station_57,Houston,2024-02-11 03:00:00,2024-02-11 06:28:00,77.6385167662398,3.57753094253131,8.12545497125681,33.5244177567489,Sunday,23.2445473678714,94.6915613325131,67.0333752328288,-3.38629311112281,7.0,Level 2,Residential,208.0,3,Night,28.16824390035694,9.370825380766222,25.904672399978942,Below Freezing
Chevy Bolt,100.0,Station_93,San Francisco,2024-02-11 04:00:00,2024-02-11 07:35:00,78.1301691949037,3.37076804589354,3.98486607100656,9.48731331959087,Sunday,57.1119852384886,66.2417628903532,115.002814561008,13.2956081376804,10.634574407416,Level 1,Commercial,215.0,4,Night,14.279103421106841,2.8145850412783076,55.93209464782472,Cool
Nissan Leaf,91.9232320540588,Station_19,Los Angeles,2024-02-11 05:00:00,2024-02-11 08:10:00,5.60238979067172,3.24749711048254,16.3234265650439,30.1497446164036,Sunday,43.6511726052254,58.4451437003226,54.3196621640541,-0.749512869450399,3.0,DC Fast Charger,Public,190.0,5,Night,51.69085078930568,9.283994285655792,30.650876834989283,Below Freezing
Nissan Leaf,85.0,Station_384,New York,2024-02-11 06:00:00,2024-02-11 06:45:00,20.0937773413377,1.15229286085659,46.3509988224856,22.7027760158543,Sunday,18.6967519840114,97.3648481696429,68.5933761908112,28.6974334465466,3.0,Level 1,Mall,45.0,6,Morning,34.7632491168642,19.702262147990346,83.65538020378389,Hot
Chevy Bolt,100.0,Station_353,Los Angeles,2024-02-11 07:00:00,2024-02-11 07:51:00,40.276044403485,1.22335528226176,3.82705784099346,20.6333703561495,Sunday,89.2078495372841,82.2174667995267,23.2274695958545,22.7932207057446,7.0,Level 1,Highway,51.0,7,Morning,3.252999164844441,16.866212665548943,73.02779727034027,Mild
BMW i3,75.0,Station_193,Houston,2024-02-11 08:00:00,2024-02-11 09:26:00,53.9569816982094,3.73705289401693,17.8747445897949,14.8874492560498,Sunday,89.9756487483808,95.0357702100954,17.094461724531,6.8000623816717,2.0,Level 2,Institutional,86.0,8,Morning,25.62046724537269,3.9837405780059467,44.24011228700906,Chilly
Nissan Leaf,62.0,Station_237,New York,2024-02-11 09:00:00,2024-02-11 10:31:00,60.6137939245242,3.07467342215959,20.9179517224768,12.5081955484105,Sunday,54.4699753461371,78.5105153036611,103.509366587542,32.5246289074387,4.0,DC Fast Charger,Parking,91.0,9,Morning,31.725560112423146,4.068137922636671,90.54433203338965,Sweltering
Hyundai Kona,75.0,Station_387,Los Angeles,2024-02-11 10:00:00,2024-02-11 12:16:00,63.3084221190058,3.80482896390249,6.45227080888382,25.0942732820907,Sunday,84.995213990714,59.2910187759542,170.147970266429,27.5766955602355,5.0,Level 1,Residential,136.0,10,Morning,14.625147166803325,6.595374856574977,81.6380520084239,Hot
Nissan Leaf,75.0,Station_426,Los Angeles,2024-02-11 11:00:00,2024-02-11 14:59:00,38.6056363686225,0.873091074402725,33.68293022414,33.7245292700122,Sunday,33.7486899972805,70.8620999331383,223.296842124179,-2.78101483171374,5.0,Level 1,Commercial,239.0,11,Morning,134.17033872615767,38.62658806022372,26.994173302915268,Below Freezing
Tesla Model 3,62.0,Station_277,Chicago,2024-02-11 12:00:00,2024-02-11 13:40:00,65.6058250775469,3.94232182358855,7.33008629261337,21.6633125663622,Sunday,17.4099839742253,91.2962282010043,81.048321915224,1.84737055224698,5.0,DC Fast Charger,Public,100.0,12,Afternoon,12.21681048768895,5.495064466006199,35.32526699404456,Chilly
Tesla Model 3,85.0,Station_227,Houston,2024-02-11 13:00:00,2024-02-11 14:59:00,46.6198733280757,1.5627877600816,7.38868633786724,16.7068212843419,Sunday,70.0944929199326,59.0429008290026,210.74944436663,-0.460756822111493,5.0,DC Fast Charger,Mall,119.0,13,Afternoon,14.654227903436693,10.690396809525538,31.170637720199313,Below Freezing
BMW i3,188.634964592257,Station_233,Chicago,2024-02-11 14:00:00,2024-02-11 15:41:00,49.3632149101236,1.22617064679764,2.24613450779172,25.5698160483152,Sunday,33.0537413237946,53.8698231887537,60.0145213870459,-6.55334694129485,1.0,Level 2,Highway,101.0,14,Afternoon,3.7809930881160616,20.85339109617023,20.20397550566927,Below Freezing
Chevy Bolt,100.0,Station_40,New York,2024-02-11 15:00:00,2024-02-11 16:39:00,24.8745405987839,0.927152467104344,11.4414075833697,19.9703930374011,Sunday,33.9456087311388,58.1351351015847,60.8118900385161,7.87904343477927,7.0,Level 1,Institutional,99.0,15,Afternoon,18.878322512560004,21.539491880738947,46.18227818260269,Cool
BMW i3,62.0,Station_323,Chicago,2024-02-11 16:00:00,2024-02-11 16:59:00,54.362185739475,1.92507771731192,36.3612786267718,26.4787081836913,Sunday,46.3873376698572,77.3402787104317,294.47622637458,31.4781936755052,7.0,Level 2,Parking,59.0,16,Afternoon,35.755257316325604,13.754617772348855,88.66074861590936,Hot
BMW i3,50.0,Station_153,Houston,2024-02-11 17:00:00,2024-02-11 19:12:00,6.44367228866704,2.63452941765383,14.992418440021,8.85537738528694,Sunday,81.5973102915091,84.9263781484706,11.7422214981003,-4.27530532725275,7.0,Level 1,Residential,132.0,17,Afternoon,32.9833205680462,3.361274816651341,24.30445041094505,Below Freezing
BMW i3,75.0,Station_127,San Francisco,2024-02-11 18:00:00,2024-02-11 21:00:00,28.2156493896566,2.40680692396591,23.6930788486891,26.5516828685556,Sunday,18.5171042870141,86.5799024269032,293.581976590308,28.8439913215286,1.03897329850888,Level 2,Commercial,180.0,18,Evening,71.0792365460673,11.03191228351796,83.91918437875148,Hot
BMW i3,75.0,Station_237,San Francisco,2024-02-11 19:00:00,2024-02-11 20:01:00,42.2855347814151,2.7118511288651,19.1671832780891,12.9637715943041,Sunday,89.0395289125061,98.8310550675679,52.3832985896231,37.9020212051915,5.0,Level 1,Public,61.0,19,Evening,19.48663633272392,4.780414181411718,100.2236381693447,Sweltering
Hyundai Kona,85.0,Station_486,New York,2024-02-11 20:00:00,2024-02-11 21:55:00,76.1733008089697,1.50609989726429,28.5874527812079,17.6837708204833,Sunday,56.0676846322856,93.0384952364039,369.853523574589,18.0450960717925,0.0,DC Fast Charger,Mall,115.0,20,Evening,54.79261783064848,11.74143285754448,64.4811729292265,Mild
Hyundai Kona,75.0,Station_493,San Francisco,2024-02-11 21:00:00,2024-02-11 22:26:00,34.9971593437953,0.786954785618527,20.3949763937786,8.16307382903693,Sunday,68.916142833584,67.9480457317143,283.049916350043,36.2350079131997,3.30440809594731,Level 2,Highway,86.0,21,Evening,29.232799497749326,10.372989628141031,97.22301424375947,Sweltering
Nissan Leaf,75.0,Station_55,Chicago,2024-02-11 22:00:00,2024-02-12 00:18:00,26.5096796891404,2.19005009094685,25.603799331857402,24.6866367407448,Sunday,69.6734088770319,79.5003701651759,14.4483910312964,3.47847158846715,2.0,DC Fast Charger,Institutional,138.0,22,Evening,58.88873846327202,11.272179044120282,38.26124885924087,Chilly
Tesla Model 3,50.0,Station_468,New York,2024-02-11 23:00:00,2024-02-11 23:38:00,34.955124405585,1.68470050499244,12.0293748259792,9.96416432143632,Sunday,65.0867431126013,78.3792907421838,262.0915243259,4.94560206022082,1.05805666717074,Level 1,Parking,38.0,23,Evening,7.618604056453493,5.914501890341057,40.90208370839748,Chilly
BMW i3,50.0,Station_436,Houston,2024-02-12 00:00:00,2024-02-12 01:00:00,62.0462303749696,0.922764650563544,18.5626557928082,37.5475732006496,Monday,88.3912257976964,77.9339238332496,43.0278651459705,-0.966443590953909,5.0,DC Fast Charger,Residential,60.0,0,Night,18.5626557928082,40.69030296914693,30.260401536282963,Below Freezing
Nissan Leaf,50.0,Station_172,New York,2024-02-12 01:00:00,2024-02-12 02:40:00,69.8745479772151,2.01462804188849,16.510459616824,6.5856198421409,Monday,40.2818434770602,72.0090387175178,245.075917633421,2.77300144817471,4.0,Level 2,Commercial,100.0,1,Night,27.51743269470667,3.2689011098880627,36.99140260671448,Chilly
Tesla Model 3,100.0,Station_109,New York,2024-02-12 02:00:00,2024-02-12 04:46:00,10.4316734645513,3.31316243208167,31.3920765955944,38.6061403551416,Monday,47.6632622433772,72.1915752646032,227.138839358094,5.44396040631779,7.0,Level 2,Public,166.0,2,Night,86.85141191447784,11.652353648983409,41.79912873137202,Chilly
Chevy Bolt,50.0,Station_354,Los Angeles,2024-02-12 03:00:00,2024-02-12 03:42:00,46.5380219171552,3.42736871100206,7.19533190584965,34.7114614094048,Monday,78.5923335570872,82.7799884613009,150.652430198049,29.3738464016703,3.0,DC Fast Charger,Mall,42.0,3,Night,5.036732334094754,10.127728977036792,84.87292352300653,Hot
Hyundai Kona,50.0,Station_469,Los Angeles,2024-02-12 04:00:00,2024-02-12 07:35:00,53.206393546966,3.94909624851637,47.6337104983398,33.4237518438755,Monday,82.90492657405,91.6032987741045,146.681511680875,11.3937241857817,2.0,Level 1,Highway,215.0,4,Night,170.68746261905096,8.463645791472523,52.50870353440706,Cool
Tesla Model 3,62.0,Station_184,New York,2024-02-12 05:00:00,2024-02-12 07:40:00,42.691405379616896,1.08866774549889,43.487151723107,21.465620985577,Monday,30.4274748920392,87.8772691742903,271.748343525739,-9.554706672418,4.0,Level 2,Institutional,160.0,5,Night,115.96573792828532,19.717329804549525,14.8015279896476,Below Freezing
Chevy Bolt,50.0,Station_439,San Francisco,2024-02-12 06:00:00,2024-02-12 07:04:00,26.9679310026296,2.73525316012093,15.8221647917551,28.822012047316,Monday,71.8797460512937,94.0055082486268,114.816432988946,39.7740298960879,6.0,Level 1,Parking,64.0,6,Morning,16.876975777872104,10.537237454847409,103.59325381295822,Sweltering
Tesla Model 3,62.0,Station_368,Los Angeles,2024-02-12 07:00:00,2024-02-12 07:50:00,68.519194966318,2.36204717532177,48.5891782123757,33.0048279834379,Monday,68.4597533477996,92.9671339676014,77.7080903832795,-2.26967911292012,2.0,Level 2,Residential,50.0,7,Morning,40.490981843646416,13.972975784847232,27.914577596743783,Below Freezing
Hyundai Kona,100.0,Station_471,Houston,2024-02-12 08:00:00,2024-02-12 09:33:00,71.7085068763758,5.44409159579199,38.7960765515427,37.0958488332243,Monday,12.2234231973662,77.413347343374,181.089126067266,2.61612622715347,7.0,Level 1,Commercial,93.0,8,Morning,60.13391865489118,6.813964860895715,36.70902720887624,Chilly
Hyundai Kona,50.0,Station_198,Chicago,2024-02-12 09:00:00,2024-02-12 11:04:00,79.2485461241885,1.77371851881566,33.0051313798904,13.8909692404064,Monday,51.3778892093,73.6090022402996,252.839628544915,12.5361901695402,0.814314492034728,Level 1,Public,124.0,9,Morning,68.2106048517735,7.831552240702556,54.56514230517236,Cool
Nissan Leaf,157.575778876288,Station_371,Los Angeles,2024-02-12 10:00:00,2024-02-12 13:29:00,34.1492001157635,3.97556537724309,48.7663036870053,13.0779179213129,Monday,33.9089726821314,92.7547018376423,257.463752023002,19.7308926545524,5.0,DC Fast Charger,Mall,209.0,10,Morning,169.8692911764018,3.28957435744195,67.51560677819432,Mild
BMW i3,86.0924799103515,Station_373,New York,2024-02-12 11:00:00,2024-02-12 12:03:00,66.7062511073842,2.8343115681998,25.2906449532496,9.1568594529217,Monday,44.0134298389416,99.689689831856,142.075647154652,31.4887320712046,6.0,Level 1,Highway,63.0,11,Morning,26.55517720091208,3.230717312683318,88.67971772816828,Hot
Tesla Model 3,62.0,Station_461,San Francisco,2024-02-12 12:00:00,2024-02-12 14:30:00,30.7735481334048,3.09791408251761,49.7517968975598,13.8513695721629,Monday,2.48115283345698,83.4848693645866,234.746603722348,12.8073525499199,1.0,Level 2,Institutional,150.0,12,Afternoon,124.3794922438995,4.47119229365657,55.05323458985582,Cool
